Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data
02309,="11:49:21.015",0x1086DED,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 76 08 00 00 0F 00 64 
02310,="11:49:21.045",0x1086EEE,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FB 03 02 00 8A 01 48 01 
02311,="11:49:21.076",0x1086FE4,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 67 08 00 00 0F 00 64 
02312,="11:49:21.076",0x10870E3,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 00 00 8A 01 48 01 
02313,="11:49:21.106",0x10871D4,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 55 08 00 00 0F 00 64 
02314,="11:49:21.136",0x10872D9,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 00 00 8A 01 48 01 
02315,="11:49:21.165",0x10873C7,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 46 08 00 00 0F 00 64 
02316,="11:49:21.196",0x10874CC,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 02 00 8A 01 48 01 
02317,="11:49:21.196",0x10875B8,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 3A 08 00 00 0F 00 64 
02318,="11:49:21.225",0x10876BD,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 00 00 8C 01 48 01 
02319,="11:49:21.255",0x10877B2,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 2E 08 00 00 0F 00 64 
02320,="11:49:21.285",0x10878B0,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 01 00 8C 01 48 01 
02321,="11:49:21.315",0x10879A6,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 1F 08 00 00 0F 00 64 
02322,="11:49:21.346",0x1087AA6,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 02 00 8A 01 48 01 
02323,="11:49:21.346",0x1087B96,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 10 08 00 00 0F 00 64 
02324,="11:49:21.376",0x1087C7C,ch1,Receive,0x1081C0D1,Data,Extended,0x08,x| FF 00 FF 00 FF FF FF FF 
02325,="11:49:21.376",0x1087C82,ch1,Receive,0x1082C0D1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02326,="11:49:21.376",0x1087C88,ch1,Receive,0x107BFFD1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02327,="11:49:21.376",0x1087C9B,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 00 00 8A 01 48 01 
02328,="11:49:21.405",0x1087D86,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 FB 07 00 00 0F 00 64 
02329,="11:49:21.435",0x1087E8A,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 01 00 8C 01 48 01 
02330,="11:49:21.466",0x1087F7C,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 EF 07 00 00 0F 00 64 
02331,="11:49:21.495",0x108807F,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 00 00 8A 01 48 01 
02332,="11:49:21.525",0x1088171,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 E3 07 00 00 0F 00 64 
02333,="11:49:21.525",0x1088274,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FC 03 02 00 8A 01 48 01 
02334,="11:49:21.555",0x1088362,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 DA 07 00 00 0F 00 64 
02335,="11:49:21.584",0x1088459,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 D4 07 00 00 0F 00 64 
02336,="11:49:21.616",0x1088559,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 CB 07 00 00 0F 00 64 
02337,="11:49:21.645",0x108865D,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 00 00 8C 01 48 01 
02338,="11:49:21.675",0x108874D,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 BF 07 00 00 0F 00 64 
02339,="11:49:21.675",0x108884D,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 01 00 8A 01 48 01 
02340,="11:49:21.705",0x1088942,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 AA 07 00 00 0F 00 64 
02341,="11:49:21.735",0x1088A3F,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 01 00 8A 01 48 01 
02342,="11:49:21.765",0x1088B35,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 A7 07 00 00 0F 00 64 
02343,="11:49:21.795",0x1088C32,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 00 00 8C 01 48 01 
02344,="11:49:21.825",0x1088D27,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 95 07 00 00 0F 00 64 
02345,="11:49:21.825",0x1088E2B,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 03 00 8C 01 48 01 
02346,="11:49:21.855",0x1088F15,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 89 07 00 00 0F 00 64 
02347,="11:49:21.886",0x1088FE8,ch1,Receive,0x1073C0D1,Data,Extended,0x08,x| 00 08 09 00 00 00 00 00 
02348,="11:49:21.886",0x1088FED,ch1,Receive,0x1075C0D1,Data,Extended,0x08,x| 00 00 59 00 7D FD 03 20 
02349,="11:49:21.886",0x1088FF3,ch1,Receive,0x1080C0D1,Data,Extended,0x08,x| FF FF FF FF 00 FF 00 01 
02350,="11:49:21.886",0x1089019,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 00 00 8A 01 49 01 
02351,="11:49:21.916",0x108910B,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 77 07 00 00 0F 00 64 
02352,="11:49:21.946",0x108920C,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 03 00 8A 01 48 01 
02353,="11:49:21.946",0x10892FC,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 6E 07 00 00 0F 00 64 
02354,="11:49:21.975",0x1089400,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 02 00 8A 01 48 01 
02355,="11:49:22.005",0x10894F1,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 5F 07 00 00 0F 00 64 
02356,="11:49:22.035",0x10895F4,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 03 00 8A 01 48 01 
02357,="11:49:22.065",0x10896E8,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 50 07 00 00 0F 00 64 
02358,="11:49:22.096",0x10897EE,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 00 00 8A 01 48 01 
02359,="11:49:22.096",0x10898DA,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 41 07 00 00 0F 00 64 
02360,="11:49:22.126",0x10899E0,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 00 00 8C 01 48 01 
02361,="11:49:22.155",0x1089ACC,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 38 07 00 00 0F 00 64 
02362,="11:49:22.185",0x1089BD4,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FD 03 02 00 8A 01 48 01 
02363,="11:49:22.215",0x1089CBE,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 29 07 00 00 0F 00 64 
02364,="11:49:22.245",0x1089DC8,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 02 00 8C 01 49 01 
02365,="11:49:22.276",0x1089EAF,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 1D 07 00 00 0F 00 64 
02366,="11:49:22.276",0x1089FBA,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 02 00 8A 01 48 01 
02367,="11:49:22.306",0x108A0AA,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 17 07 00 00 0F 00 64 
02368,="11:49:22.336",0x108A1AA,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 03 00 8A 01 49 01 
02369,="11:49:22.365",0x108A29B,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 0B 07 00 00 0F 00 64 
02370,="11:49:22.365",0x108A354,ch1,Receive,0x1081C0D1,Data,Extended,0x08,x| FF 00 FF 00 FF FF FF FF 
02371,="11:49:22.365",0x108A35A,ch1,Receive,0x1082C0D1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02372,="11:49:22.365",0x108A360,ch1,Receive,0x107BFFD1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02373,="11:49:22.396",0x108A39B,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 03 00 8D 01 49 01 
02374,="11:49:22.396",0x108A48B,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 F6 06 00 00 0F 00 64 
02375,="11:49:22.425",0x108A591,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 03 00 8A 01 48 01 
02376,="11:49:22.454",0x108A682,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 EA 06 00 00 0F 00 64 
02377,="11:49:22.485",0x108A782,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 00 00 8C 01 48 01 
02378,="11:49:22.516",0x108A874,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 DE 06 00 00 0F 00 64 
02379,="11:49:22.545",0x108A97E,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 00 00 8C 01 49 01 
02380,="11:49:22.575",0x108AA67,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 D5 06 00 00 0F 00 64 
02381,="11:49:22.575",0x108AB6D,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 00 00 8C 01 48 01 
02382,="11:49:22.605",0x108AC5E,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 C9 06 00 00 0F 00 64 
02383,="11:49:22.635",0x108AD5F,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 05 00 8C 01 48 01 
02384,="11:49:22.666",0x108AE50,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 B7 06 00 00 0F 00 64 
02385,="11:49:22.696",0x108AF52,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 02 00 8C 01 48 01 
02386,="11:49:22.696",0x108B046,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 AE 06 00 00 0F 00 64 
02387,="11:49:22.725",0x108B147,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 01 00 8C 01 49 01 
02388,="11:49:22.755",0x108B237,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 9F 06 00 00 0F 00 64 
02389,="11:49:22.786",0x108B330,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 05 00 8A 01 49 01 
02390,="11:49:22.815",0x108B427,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 96 06 00 00 0F 00 64 
02391,="11:49:22.845",0x108B52A,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FE 03 02 00 8C 01 48 01 
02392,="11:49:22.875",0x108B61D,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 84 06 00 00 0F 00 64 
02393,="11:49:22.875",0x108B6C0,ch1,Receive,0x1073C0D1,Data,Extended,0x08,x| 00 08 09 00 00 00 00 00 
02394,="11:49:22.875",0x108B6C5,ch1,Receive,0x1075C0D1,Data,Extended,0x08,x| 00 00 59 00 7D FE 03 1B 
02395,="11:49:22.875",0x108B6CB,ch1,Receive,0x1080C0D1,Data,Extended,0x08,x| FF FF FF FF 00 FF 00 01 
02396,="11:49:22.875",0x108B727,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FF 03 00 00 8D 01 48 01 
02397,="11:49:22.905",0x108B813,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 78 06 00 00 10 00 64 
02398,="11:49:22.935",0x108B914,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FF 03 02 00 8A 01 48 01 
02399,="11:49:22.966",0x108BA03,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 6F 06 00 00 10 00 64 
02400,="11:49:22.995",0x108BB08,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FF 03 03 00 8A 01 49 01 
02401,="11:49:23.025",0x108BBF4,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 60 06 00 00 10 00 64 
02402,="11:49:23.025",0x108BCFA,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FF 03 02 00 8C 01 48 01 
02403,="11:49:23.055",0x108BDE9,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 51 06 00 00 10 00 64 
02404,="11:49:23.084",0x108BEED,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| FF 03 04 00 8A 01 48 01 
02405,="11:49:23.116",0x108BFE3,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 4E 06 00 00 10 00 64 
02406,="11:49:23.146",0x108C0DF,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 01 00 8A 01 48 01 
02407,="11:49:23.176",0x108C1D1,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 42 06 00 00 10 00 64 
02408,="11:49:23.176",0x108C2D6,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 03 00 8C 01 49 01 
02409,="11:49:23.206",0x108C3C6,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 33 06 00 00 10 00 64 
02410,="11:49:23.236",0x108C4C3,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 01 00 8C 01 48 01 
02411,="11:49:23.265",0x108C5B9,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 2A 06 00 00 10 00 64 
02412,="11:49:23.294",0x108C6B8,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 02 00 8C 01 49 01 
02413,="11:49:23.325",0x108C7AC,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 21 06 00 00 10 00 64 
02414,="11:49:23.325",0x108C8A0,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 00 00 8C 01 49 01 
02415,="11:49:23.356",0x108C99D,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 12 06 00 00 10 00 64 
02416,="11:49:23.386",0x108CA2C,ch1,Receive,0x1081C0D1,Data,Extended,0x08,x| FF 00 FF 00 FF FF FF FF 
02417,="11:49:23.386",0x108CA32,ch1,Receive,0x1082C0D1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02418,="11:49:23.386",0x108CA38,ch1,Receive,0x107BFFD1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02419,="11:49:23.386",0x108CAA0,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 00 00 8A 01 49 01 
02420,="11:49:23.415",0x108CB93,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 03 06 00 00 10 00 64 
02421,="11:49:23.445",0x108CC92,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 03 00 8C 01 49 01 
02422,="11:49:23.475",0x108CD87,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 F7 05 00 00 10 00 64 
02423,="11:49:23.475",0x108CE87,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 01 00 8C 01 49 01 
02424,="11:49:23.506",0x108CF7B,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 EB 05 00 00 10 00 64 
02425,="11:49:23.535",0x108D07F,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 03 00 8A 01 49 01 
02426,="11:49:23.566",0x108D16A,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 E2 05 00 00 10 00 64 
02427,="11:49:23.596",0x108D26A,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 00 00 8A 01 49 01 
02428,="11:49:23.596",0x108D35F,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 D9 05 00 00 10 00 64 
02429,="11:49:23.625",0x108D45F,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 00 04 01 00 8C 01 49 01 
02430,="11:49:23.655",0x108D553,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 CA 05 00 00 10 00 64 
02431,="11:49:23.685",0x108D650,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 03 00 8A 01 49 01 
02432,="11:49:23.716",0x108D745,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 C1 05 00 00 10 00 64 
02433,="11:49:23.745",0x108D844,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 00 00 8C 01 49 01 
02434,="11:49:23.774",0x108D93A,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 B5 05 00 00 10 00 64 
02435,="11:49:23.774",0x108DA37,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 01 00 8C 01 49 01 
02436,="11:49:23.805",0x108DB2A,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 AC 05 00 00 10 00 64 
02437,="11:49:23.835",0x108DC2D,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 00 00 8C 01 49 01 
02438,="11:49:23.866",0x108DD1F,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 A0 05 00 00 10 00 64 
02439,="11:49:23.866",0x108DD98,ch1,Receive,0x1073C0D1,Data,Extended,0x08,x| 00 08 09 00 00 00 00 00 
02440,="11:49:23.866",0x108DD9E,ch1,Receive,0x1075C0D1,Data,Extended,0x08,x| 00 00 59 00 7D 00 04 18 
02441,="11:49:23.866",0x108DDA4,ch1,Receive,0x1080C0D1,Data,Extended,0x08,x| FF FF FF FF 00 FF 00 01 
02442,="11:49:23.895",0x108DE1E,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 02 00 8C 01 49 01 
02443,="11:49:23.895",0x108DF0F,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 00 00 8C 01 49 01 
02444,="11:49:23.926",0x108E012,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 00 00 8A 01 49 01 
02445,="11:49:23.956",0x108E102,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 8B 05 00 00 10 00 64 
02446,="11:49:23.986",0x108E207,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 00 00 8A 01 49 01 
02447,="11:49:24.015",0x108E2F8,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 7C 05 00 00 10 00 64 
02448,="11:49:24.046",0x108E3F9,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 03 00 8C 01 48 01 
02449,="11:49:24.046",0x108E4EA,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 73 05 00 00 10 00 64 
02450,="11:49:24.075",0x108E5EE,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 01 00 8C 01 49 01 
02451,="11:49:24.105",0x108E6DC,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 67 05 00 00 10 00 64 
02452,="11:49:24.135",0x108E7E0,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 01 00 8C 01 49 01 
02453,="11:49:24.165",0x108E8D2,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 5B 05 00 00 10 00 64 
02454,="11:49:24.196",0x108E9D3,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 04 00 8C 01 49 01 
02455,="11:49:24.196",0x108EAC3,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 4F 05 00 00 10 00 64 
02456,="11:49:24.225",0x108EBC7,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 01 04 01 00 8A 01 49 01 
02457,="11:49:24.256",0x108ECB8,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 46 05 00 00 10 00 64 
02458,="11:49:24.286",0x108EDBB,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 05 00 8C 01 49 01 
02459,="11:49:24.315",0x108EEAB,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 3D 05 00 00 10 00 64 
02460,="11:49:24.345",0x108EFA3,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 00 00 8C 01 49 01 
02461,="11:49:24.374",0x108F09E,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 34 05 00 00 10 00 64 
02462,="11:49:24.374",0x108F103,ch1,Receive,0x1081C0D1,Data,Extended,0x08,x| FF 00 FF 00 FF FF FF FF 
02463,="11:49:24.374",0x108F109,ch1,Receive,0x1082C0D1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02464,="11:49:24.374",0x108F10F,ch1,Receive,0x107BFFD1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02465,="11:49:24.374",0x108F1A2,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 02 00 8C 01 49 01 
02466,="11:49:24.405",0x108F294,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 2B 05 00 00 10 00 64 
02467,="11:49:24.435",0x108F392,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 04 00 8C 01 49 01 
02468,="11:49:24.466",0x108F488,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 1C 05 00 00 10 00 64 
02469,="11:49:24.496",0x108F589,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 01 00 8C 01 49 01 
02470,="11:49:24.496",0x108F678,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 13 05 00 00 10 00 64 
02471,="11:49:24.525",0x108F77A,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 00 00 8C 01 49 01 
02472,="11:49:24.554",0x108F86E,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 07 05 00 00 10 00 64 
02473,="11:49:24.585",0x108F96D,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 00 00 8C 01 49 01 
02474,="11:49:24.615",0x108FA62,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 FE 04 00 00 10 00 64 
02475,="11:49:24.644",0x108FB63,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 02 04 01 00 8C 01 49 01 
02476,="11:49:24.675",0x108FC52,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 F2 04 00 00 10 00 64 
02477,="11:49:24.675",0x108FD53,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 03 04 01 00 8C 01 49 01 
02478,="11:49:24.705",0x108FE4A,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 E6 04 00 00 10 00 64 
02479,="11:49:24.735",0x108FF47,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 03 04 01 00 8C 01 49 01 
02480,="11:49:24.765",0x1090038,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 DD 04 00 00 10 00 64 
02481,="11:49:24.795",0x109013B,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 03 04 03 00 8C 01 49 01 
02482,="11:49:24.825",0x109022D,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 CE 04 00 00 10 00 64 
02483,="11:49:24.825",0x109032D,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 03 04 02 00 8C 01 49 01 
02484,="11:49:24.855",0x109041F,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 C5 04 00 00 10 00 64 
02485,="11:49:24.855",0x109046F,ch1,Receive,0x1073C0D1,Data,Extended,0x08,x| 00 08 09 00 00 00 00 00 
02486,="11:49:24.855",0x1090475,ch1,Receive,0x1075C0D1,Data,Extended,0x08,x| 00 00 59 00 7D 03 04 14 
02487,="11:49:24.855",0x109047A,ch1,Receive,0x1080C0D1,Data,Extended,0x08,x| FF FF FF FF 00 FF 00 01 
02488,="11:49:24.886",0x1090521,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 03 04 03 00 8C 01 49 01 
02489,="11:49:24.915",0x1090612,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 BC 04 00 00 10 00 64 
02490,="11:49:24.945",0x1090713,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 05 00 8C 01 49 01 
02491,="11:49:24.975",0x109080A,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 B6 04 00 00 10 00 64 
02492,="11:49:24.975",0x1090908,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 05 00 8C 01 49 01 
02493,="11:49:25.005",0x10909FD,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 AD 04 00 00 10 00 64 
02494,="11:49:25.036",0x1090AFF,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 05 00 8C 01 49 01 
02495,="11:49:25.066",0x1090BEF,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 A1 04 00 00 10 00 64 
02496,="11:49:25.096",0x1090CEF,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 01 00 8C 01 49 01 
02497,="11:49:25.096",0x1090DE4,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 98 04 00 00 10 00 64 
02498,="11:49:25.125",0x1090EE7,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 03 00 8D 01 49 01 
02499,="11:49:25.156",0x1090FDA,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 8C 04 00 00 10 00 64 
02500,="11:49:25.186",0x10910D9,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 03 00 8C 01 49 01 
02501,="11:49:25.215",0x10911C7,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 80 04 00 00 10 00 64 
02502,="11:49:25.246",0x10912C9,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 02 00 8A 01 48 01 
02503,="11:49:25.246",0x10913BB,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 74 04 00 00 10 00 64 
02504,="11:49:25.276",0x10914C0,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 00 00 8C 01 49 01 
02505,="11:49:25.306",0x10915B0,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 71 04 00 00 10 00 64 
02506,="11:49:25.335",0x10916B4,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 04 04 01 00 8C 01 49 01 
02507,="11:49:25.365",0x10917A5,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 65 04 00 00 10 00 64 
02508,="11:49:25.365",0x10917DB,ch1,Receive,0x1081C0D1,Data,Extended,0x08,x| FF 00 FF 00 FF FF FF FF 
02509,="11:49:25.365",0x10917E1,ch1,Receive,0x1082C0D1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02510,="11:49:25.365",0x10917E7,ch1,Receive,0x107BFFD1,Data,Extended,0x08,x| 00 00 00 00 00 00 00 00 
02511,="11:49:25.395",0x10918A2,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 05 04 03 00 8C 01 49 01 
02512,="11:49:25.395",0x1091994,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 5F 04 00 00 10 00 64 
02513,="11:49:25.424",0x1091A99,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 05 04 02 00 8A 01 49 01 
02514,="11:49:25.456",0x1091B89,ch1,Receive,0x10F8109A,Data,Extended,0x08,x| 05 53 04 00 00 10 00 64 
02515,="11:49:25.485",0x1091C89,ch1,Receive,0x10F8108D,Data,Extended,0x08,x| 05 04 00 00 8A 01 49 01 
